file	side	kappa
02_std/fused_labels/ADNI_062_S_0768_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424122235198_S17527_I50506	left	0.5847315436
02_std/fused_labels/ADNI_062_S_1099_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424130119480_S22713_I50557	left	0.7251356239
02_std/fused_labels/ADNI_053_S_0919_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003142001344_S20422_I119172	left	0.6976208749
02_std/fused_labels/ADNI_062_S_1182_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424130843636_S25166_I50566	left	0.6243209361
02_std/fused_labels/ADNI_062_S_1299_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424132742329_S26794_I50584	left	0.4181509754
02_std/fused_labels/ADNI_053_S_1044_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003142251021_S21256_I119175	left	0.6108156028
02_std/fused_labels/ADNI_067_S_0038_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155253465_S10026_I119182	left	0.5971134021
02_std/fused_labels/ADNI_057_S_0779_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20071103124833906_S18109_I80629	left	0.5854056258
02_std/fused_labels/ADNI_062_S_0690_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424115325478_S16924_I50468	left	0.5638489209
02_std/fused_labels/ADNI_067_S_0038_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111003037819_S10026_I35875	left	0.3932448733
02_std/fused_labels/ADNI_067_S_0045_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070111004845291_S10185_I35888	left	0.4791965567
02_std/fused_labels/ADNI_057_S_0941_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229162102002_S19985_I34747	left	0.3775784753
02_std/fused_labels/ADNI_057_S_0957_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229162831462_S20606_I34752	left	0.3031390135
02_std/fused_labels/ADNI_062_S_0535_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424112744977_S14699_I50426	left	0.3370896619
02_std/fused_labels/ADNI_067_S_0045_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155416966_S10185_I119184	left	0.5378313253
02_std/fused_labels/ADNI_067_S_0059_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155654473_S10517_I119188	left	0.5445920304
02_std/fused_labels/ADNI_057_S_1371_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070730190858034_S28667_I62998	left	0.3869158879
02_std/fused_labels/ADNI_062_S_1294_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424131804962_S26551_I50575	left	0.5637755102
02_std/fused_labels/ADNI_057_S_1373_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070730191448410_S28698_I63008	left	0.4261645193
02_std/fused_labels/ADNI_067_S_0076_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111012139914_S10468_I35911	left	0.3608195902
02_std/fused_labels/ADNI_067_S_0056_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111005541331_S8723_I35893	left	0.6972318339
02_std/fused_labels/ADNI_062_S_0730_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424120556863_S17062_I50487	left	0.582437276
02_std/fused_labels/ADNI_067_S_0056_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155535571_S8723_I119186	left	0.7004686834
02_std/fused_labels/ADNI_067_S_0077_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155933337_S11136_I119192	left	0.2905569007
02_std/fused_labels/ADNI_067_S_0077_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070816144652057_S11136_I68120	left	0.2001934236
02_std/fused_labels/ADNI_067_S_0110_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160054331_S11177_I119194	left	0.5848442585
02_std/fused_labels/ADNI_062_S_0793_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424123729148_S18189_I50524	left	0.6387068589
02_std/fused_labels/ADNI_067_S_0177_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160429621_S12187_I119196	left	0.6251679355
02_std/fused_labels/ADNI_067_S_0019_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155009078_S9539_I119178	left	0.6043099496
02_std/fused_labels/ADNI_067_S_0110_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070111015401104_S11177_I35933	left	0.5380663241
02_std/fused_labels/ADNI_067_S_0257_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160545770_S14730_I119198	left	0.3735159817
02_std/fused_labels/ADNI_067_S_0019_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319180308737_S9539_I45228	left	0.679144385
02_std/fused_labels/ADNI_067_S_0029_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155128312_S9904_I119180	left	0.5560064935
02_std/fused_labels/ADNI_067_S_0029_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209160613449_S9904_I38717	left	0.3442160419
02_std/fused_labels/ADNI_067_S_0243_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229180224922_S12030_I34819	left	0.6764968722
02_std/fused_labels/ADNI_067_S_0098_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111013448257_S11324_I35920	left	0.1663424125
02_std/fused_labels/ADNI_067_S_0290_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160702385_S12592_I119200	left	0.6237288136
02_std/fused_labels/ADNI_067_S_0336_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160836688_S14023_I119202	left	0.6458141674
02_std/fused_labels/ADNI_067_S_0076_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003155813843_S10468_I119190	left	0.3113590264
02_std/fused_labels/ADNI_067_S_0098_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006093113409_S11324_I119209	left	0.5669135802
02_std/fused_labels/ADNI_067_S_0607_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160916946_S15894_I119203	left	0.5394190871
02_std/fused_labels/ADNI_067_S_0059_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111010838738_S10517_I35902	left	0.478793591
02_std/fused_labels/ADNI_067_S_0336_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229185531970_S14023_I34857	left	0.6767261088
02_std/fused_labels/ADNI_067_S_0607_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070111020124287_S15894_I35938	left	0.4742459397
02_std/fused_labels/ADNI_067_S_0176_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160348907_S12799_I119195	left	0.5447004608
02_std/fused_labels/ADNI_067_S_0176_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229173207452_S12799_I34797	left	0.5668053629
02_std/fused_labels/ADNI_067_S_0257_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229180908303_S14730_I34824	left	0.5404905137
02_std/fused_labels/ADNI_067_S_1253_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070522143031075_S27558_I55033	left	0.5866666667
02_std/fused_labels/ADNI_067_S_0177_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229174432739_S12187_I34806	left	0.593250444
02_std/fused_labels/ADNI_068_S_0109_MR_MPR____N3__Scaled_Br_20070731181048264_S10772_I63454	left	0.5022261799
02_std/fused_labels/ADNI_067_S_0243_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160507423_S12030_I119197	left	0.6416967509
02_std/fused_labels/ADNI_068_S_0210_MR_MPR____N3__Scaled_Br_20070731111943751_S11713_I63114	left	0.7355830842
02_std/fused_labels/ADNI_068_S_0401_MR_MPR-R____N3__Scaled_Br_20090402095432411_S13728_I140333	left	0.6405975395
02_std/fused_labels/ADNI_067_S_0290_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229183851729_S12592_I34846	left	0.3243014395
02_std/fused_labels/ADNI_067_S_0284_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003160624047_S12439_I119199	left	0.3682771194
02_std/fused_labels/ADNI_067_S_0284_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229182633894_S12439_I34837	left	0.4662408759
02_std/fused_labels/ADNI_068_S_0127_MR_MPR____N3__Scaled_Br_20070731111719131_S11653_I63111	left	0.5901926445
02_std/fused_labels/ADNI_067_S_1185_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731111102788_S24635_I63104	left	0.6350067843
02_std/fused_labels/ADNI_067_S_0812_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209161852014_S19629_I38726	left	0.3069852941
02_std/fused_labels/ADNI_067_S_0828_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807174227674_S18532_I65716	left	0.5005045409
02_std/fused_labels/ADNI_068_S_0127_MR_MPR____N3__Scaled_2_Br_20081212142008192_S11653_I130234	left	0.4483516484
02_std/fused_labels/ADNI_068_S_0802_MR_MPR____N3__Scaled_Br_20090107103341309_S18266_I132915	left	0.6297760211
02_std/fused_labels/ADNI_068_S_0872_MR_MPR____N3__Scaled_Br_20090402095655479_S20977_I140335	left	0.6116303219
02_std/fused_labels/ADNI_068_S_1075_MR_MPR____N3__Scaled_2_Br_20081212155425408_S24082_I130252	left	0.6297709924
02_std/fused_labels/ADNI_067_S_0828_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003161047536_S18532_I119205	left	0.5375693394
02_std/fused_labels/ADNI_068_S_1191_MR_MPR____N3__Scaled_Br_20071103125754305_S25451_I80645	left	0.5754216867
02_std/fused_labels/ADNI_072_S_1211_MR_MPR____N3__Scaled_Br_20070805154632208_S27809_I64960	left	0.3665676708
02_std/fused_labels/ADNI_072_S_0315_MR_MPR____N3__Scaled_2_Br_20081006100947440_S12549_I119221	left	0.5979216627
02_std/fused_labels/ADNI_068_S_0442_MR_MPR-R____N3__Scaled_Br_20070807175114992_S14128_I65727	left	0.5315268369
02_std/fused_labels/ADNI_068_S_0109_MR_MPR____N3__Scaled_2_Br_20081212141712788_S10772_I130231	left	0.2776785714
02_std/fused_labels/ADNI_068_S_0442_MR_MPR-R____N3__Scaled_2_Br_20081212150437526_S14128_I130241	left	0.625715773
02_std/fused_labels/ADNI_068_S_0210_MR_MPR____N3__Scaled_2_Br_20081212142326709_S11713_I130237	left	0.6337308348
02_std/fused_labels/ADNI_068_S_0478_MR_MPR-R____N3__Scaled_2_Br_20081212130323410_S14539_I130209	left	0.6285284155
02_std/fused_labels/ADNI_072_S_1380_MR_MPR____N3__Scaled_Br_20070802204412986_S30046_I64332	left	0.4395410415
02_std/fused_labels/ADNI_072_S_0315_MR_MPR____N3__Scaled_Br_20071229191129752_S12549_I86438	left	0.4726546906
02_std/fused_labels/ADNI_073_S_0089_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105102890_S11161_I119227	left	0.6479481641
02_std/fused_labels/ADNI_068_S_1191_MR_MPR____N3__Scaled_2_Br_20081212154000095_S25451_I130251	left	0.5174418605
02_std/fused_labels/ADNI_068_S_0476_MR_MPR____N3__Scaled_2_Br_20081212151202583_S14509_I130246	left	0.5779036827
02_std/fused_labels/ADNI_073_S_0089_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070419143933845_S11161_I49675	left	0.5419187554
02_std/fused_labels/ADNI_068_S_0473_MR_MPR____N3__Scaled_Br_20090402095548096_S13925_I140334	left	0.5638340717
02_std/fused_labels/ADNI_072_S_1380_MR_MPR____N3__Scaled_2_Br_20081006101527311_S30046_I119226	left	0.6698235041
02_std/fused_labels/ADNI_068_S_0476_MR_MPR____N3__Scaled_Br_20070731181501664_S14509_I63459	left	0.5512699906
02_std/fused_labels/ADNI_072_S_1211_MR_MPR____N3__Scaled_2_Br_20081006101259570_S27809_I119224	left	0.4300429185
02_std/fused_labels/ADNI_073_S_0445_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105413467_S15683_I119232	left	0.6918138042
02_std/fused_labels/ADNI_073_S_0518_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213211806847_S18797_I39909	left	0.3269581056
02_std/fused_labels/ADNI_073_S_0386_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105337889_S13746_I119231	left	0.720034617
02_std/fused_labels/ADNI_068_S_1075_MR_MPR____N3__Scaled_Br_20080225180204279_S24082_I92554	left	0.4338665626
02_std/fused_labels/ADNI_073_S_0312_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105300035_S15079_I119230	left	0.7261306533
02_std/fused_labels/ADNI_073_S_0386_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070419144406195_S13746_I49680	left	0.6794092094
02_std/fused_labels/ADNI_073_S_0909_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070927080608817_S19716_I75485	left	0.6659908768
02_std/fused_labels/ADNI_073_S_0565_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213213329963_S15762_I39919	left	0.3945972021
02_std/fused_labels/ADNI_082_S_0304_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080307103810562_S12557_I95653	left	0.627125346
02_std/fused_labels/ADNI_073_S_0909_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105609648_S19716_I119235	left	0.5614567527
02_std/fused_labels/ADNI_073_S_0311_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213203125567_S15069_I39868	left	0.5393162393
02_std/fused_labels/ADNI_082_S_0469_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213173533438_S15262_I39739	left	0.5124884366
02_std/fused_labels/ADNI_082_S_0640_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113500248_S16562_I119241	left	0.4798962387
02_std/fused_labels/ADNI_073_S_0311_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105223653_S15069_I119229	left	0.6275862069
02_std/fused_labels/ADNI_082_S_0304_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113122746_S12557_I119236	left	0.4453217529
02_std/fused_labels/ADNI_082_S_0363_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113253068_S13017_I119238	left	0.4955974843
02_std/fused_labels/ADNI_073_S_0746_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070731112459149_S23286_I63122	left	0.3625272331
02_std/fused_labels/ADNI_073_S_0565_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105531714_S15762_I119234	left	0.585295531
02_std/fused_labels/ADNI_073_S_0312_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213204740079_S15079_I39881	left	0.6560934891
02_std/fused_labels/ADNI_082_S_0641_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070213182957193_S15700_I39785	left	0.555736371
02_std/fused_labels/ADNI_073_S_0445_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213210245559_S15683_I39899	left	0.6393244873
02_std/fused_labels/ADNI_082_S_0640_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070418081528475_S16562_I49479	left	0.3778445685
02_std/fused_labels/ADNI_082_S_0469_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113331403_S15262_I119239	left	0.558891455
02_std/fused_labels/ADNI_082_S_0761_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213183953600_S18119_I39791	left	0.446875
02_std/fused_labels/ADNI_073_S_0518_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006105453633_S18797_I119233	left	0.503150315
02_std/fused_labels/ADNI_073_S_1357_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731113305761_S29544_I63135	left	0.1636452719
02_std/fused_labels/ADNI_094_S_0526_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070731182958172_S14559_I63468	left	0.5398433901
02_std/fused_labels/ADNI_094_S_0434_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070210203043456_S13570_I39122	left	0.5396690709
02_std/fused_labels/ADNI_082_S_0928_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070213190145935_S19648_I39805	left	0.5597638957
02_std/fused_labels/ADNI_094_S_0921_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070418082931241_S19582_I49510	left	0.6279683377
02_std/fused_labels/ADNI_082_S_0832_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071118114309713_S19001_I82542	left	0.4550443225
02_std/fused_labels/ADNI_082_S_0832_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113745978_S19001_I119245	left	0.6363636364
02_std/fused_labels/ADNI_082_S_0363_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213172311370_S13017_I39730	left	0.5112593828
02_std/fused_labels/ADNI_082_S_0641_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113627179_S15700_I119243	left	0.539538715
02_std/fused_labels/ADNI_082_S_1377_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070731115515322_S28495_I63170	left	0.1683741648
02_std/fused_labels/ADNI_094_S_1102_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731121241229_S22905_I63186	left	0.611820331
02_std/fused_labels/ADNI_082_S_1079_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070418082140556_S22650_I49490	left	0.2142222222
02_std/fused_labels/ADNI_082_S_0761_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113707423_S18119_I119244	left	0.4672163329
02_std/fused_labels/ADNI_082_S_1256_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731114338839_S26812_I63155	left	0.7092765202
02_std/fused_labels/ADNI_094_S_1241_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070808185957292_S26634_I66069	left	0.6128087066
02_std/fused_labels/ADNI_094_S_0531_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070419143036172_S14554_I49666	left	0.6286856572
02_std/fused_labels/ADNI_094_S_1164_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812144323362_S23871_I67223	left	0.5391912132
02_std/fused_labels/ADNI_082_S_0928_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006113825892_S19648_I119246	left	0.3089832182
02_std/fused_labels/ADNI_094_S_0692_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070328090417409_S17207_I47295	left	0.6700680272
02_std/fused_labels/ADNI_082_S_1119_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731113830050_S23733_I63147	left	0.3941411451
02_std/fused_labels/ADNI_094_S_0489_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070328085729810_S14121_I47291	left	0.583868011
02_std/fused_labels/ADNI_094_S_1027_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070418084102408_S21207_I49527	left	0.7087992222
02_std/fused_labels/ADNI_094_S_1267_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071104115940665_S28217_I80718	left	0.5178571429
02_std/fused_labels/ADNI_094_S_0711_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070210205418959_S16553_I39137	left	0.5807590468
02_std/fused_labels/ADNI_094_S_1398_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731125345541_S31771_I63227	left	0.497079129
02_std/fused_labels/ADNI_094_S_1417_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070918132710540_S35043_I73647	left	0.5759768452
02_std/fused_labels/ADNI_094_S_1015_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070217014805147_S21457_I40763	left	0.6393778142
02_std/fused_labels/ADNI_098_S_0288_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20120813130828154_S12607_I323256	left	0.3330223881
02_std/fused_labels/ADNI_098_S_0667_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080206094655386_S15980_I89495	left	0.4596774194
02_std/fused_labels/ADNI_098_S_0269_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806165707400_S11964_I65257	left	0.686795854
02_std/fused_labels/ADNI_094_S_1090_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731120023063_S23375_I63176	left	0.7276846398
02_std/fused_labels/ADNI_094_S_1188_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070808184636062_S24546_I66051	left	0.7315608919
02_std/fused_labels/ADNI_094_S_1293_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802212429298_S27865_I64374	left	0.7293267058
02_std/fused_labels/ADNI_094_S_1330_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731123920643_S27038_I63206	left	0.5605920444
02_std/fused_labels/ADNI_094_S_1314_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731122444181_S27488_I63196	left	0.6928991407
02_std/fused_labels/ADNI_099_S_0051_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070110230400919_S10325_I35819	left	0.3435340573
02_std/fused_labels/ADNI_098_S_0149_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080206083054086_S11021_I89429	left	0.6313342631
02_std/fused_labels/ADNI_094_S_1397_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080307104443256_S31011_I95662	left	0.7143476376
02_std/fused_labels/ADNI_098_S_0172_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807182244575_S11812_I65757	left	0.6769230769
02_std/fused_labels/ADNI_094_S_1402_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070808191131320_S32102_I66078	left	0.4708423326
02_std/fused_labels/ADNI_098_S_0171_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070807181732526_S11460_I65752	left	0.3594339623
02_std/fused_labels/ADNI_098_S_0160_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807180333702_S11224_I65739	left	0.6060311284
02_std/fused_labels/ADNI_099_S_0533_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070209171723295_S14938_I38785	left	0.3125564589
02_std/fused_labels/ADNI_099_S_0352_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061228143819902_S12992_I34537	left	0.2778325123
02_std/fused_labels/ADNI_099_S_0372_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228145622892_S13672_I34549	left	0.55387714
02_std/fused_labels/ADNI_099_S_0090_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070110233602074_S10835_I35841	left	0.4174679487
02_std/fused_labels/ADNI_098_S_0884_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070605153002130_S24183_I56026	left	0.6392344498
02_std/fused_labels/ADNI_099_S_0060_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070110232355304_S10478_I35833	left	0.7349346818
02_std/fused_labels/ADNI_098_S_0896_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070605153525348_S19439_I56031	left	0.6976115367
02_std/fused_labels/ADNI_099_S_0880_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070818141710385_S19744_I68581	left	0.1712598425
02_std/fused_labels/ADNI_099_S_1034_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070403124911906_S21759_I47953	left	0.158105939
02_std/fused_labels/ADNI_099_S_0958_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228154542455_S20493_I34594	left	0.5210504377
02_std/fused_labels/ADNI_099_S_0040_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228155835034_S8920_I34607	left	0.418084154
02_std/fused_labels/ADNI_099_S_0054_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070110231208591_S10329_I35825	left	0.5413394919
02_std/fused_labels/ADNI_100_S_0069_MR_MPR____N3__Scaled_Br_20061213163828351_S10563_I33105	left	0.5977950184
02_std/fused_labels/ADNI_100_S_0190_MR_MPR____N3__Scaled_Br_20061213164423765_S13689_I33109	left	0.2774774775
02_std/fused_labels/ADNI_100_S_0296_MR_MPR-R____N3__Scaled_Br_20061213170304861_S12814_I33121	left	0.7634228188
02_std/fused_labels/ADNI_100_S_0743_MR_MPR-R____N3__Scaled_Br_20070727125146231_S17224_I62363	left	0.374301676
02_std/fused_labels/ADNI_099_S_0551_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228153327357_S14645_I34586	left	0.4570904084
02_std/fused_labels/ADNI_099_S_0470_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228150832731_S14222_I34570	left	0.1594807603
02_std/fused_labels/ADNI_099_S_0492_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209170021020_S14944_I38770	left	0.3862007168
02_std/fused_labels/ADNI_099_S_0111_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070110234851842_S10933_I35849	left	0.6044487427
02_std/fused_labels/ADNI_099_S_0291_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061228141316770_S12065_I34524	left	0.4839948784
02_std/fused_labels/ADNI_100_S_0035_MR_MPR____N3__Scaled_Br_20061213155906774_S9959_I33074	left	0.6301853486
02_std/fused_labels/ADNI_100_S_0995_MR_MPR____N3__Scaled_Br_20090313151836957_S22114_I138912	left	0.3974422036
02_std/fused_labels/ADNI_099_S_0534_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061228152059896_S14009_I34578	left	0.640224359
02_std/fused_labels/ADNI_109_S_0876_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006130934065_S19132_I119259	left	0.4914841849
02_std/fused_labels/ADNI_099_S_1144_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080410141201622_S24218_I102040	left	0.6346153846
02_std/fused_labels/ADNI_100_S_0006_MR_MPR____N3__Scaled_Br_20061213150005090_S10145_I33025	left	0.5367258761
02_std/fused_labels/ADNI_100_S_0930_MR_MPR____N3__Scaled_Br_20070808195056204_S19654_I66131	left	0.4867218111
02_std/fused_labels/ADNI_100_S_0047_MR_MPR-R____N3__Scaled_Br_20061213161755301_S10215_I33086	left	0.6889153754
02_std/fused_labels/ADNI_109_S_0876_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071119090753702_S19132_I82594	left	0.627895515
02_std/fused_labels/ADNI_109_S_0777_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071119085753928_S18676_I82576	left	0.7024754787
02_std/fused_labels/ADNI_109_S_0950_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006131050897_S21165_I119261	left	0.2866510539
02_std/fused_labels/ADNI_100_S_0015_MR_MPR-R____N3__Scaled_Br_20061213154536487_S9246_I33066	left	0.4093816631
02_std/fused_labels/ADNI_109_S_1014_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006131248552_S24818_I119264	left	0.3042954637
02_std/fused_labels/ADNI_109_S_1013_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081006131129103_S22585_I119262	left	0.2623400366
